Rk,Player,Age,Tm,Lg,TS%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
354,Fred VanVleet,26,TOR,NBA,0.534,52,52,1899,16.8,0.547,0.22,1.8,11.3,6.4,26.7,2.2,2,9.1,23.9,113,113,2.4,1.8,4.3,0.108,2.3,-0.1,2.2,2,6.4,16.5,3.1,7.5,3.3,9,3.2,3.6,0.6,3.6,4.2,6.2,1.6,0.7,1.8,2.3,19.3,0.389,0.416,0.366,0.489,0.885
355,Gary Trent,22,TOT,NBA,0.534,58,38,1802,12.1,0.546,0.135,1.6,7.7,4.6,6.6,1.5,0.5,4.9,20.9,108,118,1,0.7,1.7,0.045,-0.6,-2.1,-2.7,-0.3,6.4,15.7,3.1,7.1,3.3,8.6,1.7,2.1,0.5,2.5,3,1.6,1.1,0.2,0.9,1.8,17.7,0.408,0.435,0.385,0.513,0.783
356,Wenyen Gabriel,23,NOP,NBA,0.533,21,0,241,9.8,0.533,0.283,9,15.3,12.2,5.9,1.8,3.1,18.2,14.4,104,112,0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,3.6,9,1.6,4.2,1.9,4.8,1.6,2.5,3,5.1,8.1,1.6,1.3,1.2,2.2,4.8,10.8,0.4,0.393,0.406,0.508,0.647
357,Isaiah Joe,21,PHI,NBA,0.533,41,1,383,9.5,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,108,111,0.2,0.4,0.6,0.078,-2.2,-1.3,-3.5,-0.1,4.5,12.5,0.8,2.5,3.7,10,1.7,2.3,0.6,2.8,3.4,1.9,1.1,0.4,1,3.2,14.4,0.361,0.333,0.368,0.508,0.75
358,JaKarr Sampson,27,IND,NBA,0.533,29,4,316,10.9,0.133,0.257,9.3,17.1,13.2,1.8,0.3,3.6,10.7,19,104,114,0,0.3,0.3,0.044,-5.1,-2.3,-7.4,-0.4,6.4,12.9,6,11.2,0.3,1.7,2.2,3.3,3.1,5.7,8.8,0.5,0.2,1.6,1.7,5.9,15.3,0.496,0.541,0.2,0.509,0.655
359,Eric Bledsoe,31,NOP,NBA,0.533,71,70,2111,11.5,0.486,0.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,108,116,1.1,1.3,2.3,0.053,-1.1,-1.3,-2.3,-0.2,5.2,12.4,3.2,6.4,2.1,6.1,2.3,3.3,0.5,3.7,4.2,4.6,0.9,0.4,1.9,1.9,14.8,0.421,0.496,0.341,0.503,0.687
360,Rudy Gay,34,SAS,NBA,0.532,63,1,1358,14.7,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,103,111,0,1.7,1.7,0.059,-0.1,-0.2,-0.3,0.6,7,16.6,4.2,9.3,2.8,7.4,2.2,2.7,1.1,6.9,8,2.3,1.2,1.1,1.7,3,19,0.42,0.451,0.381,0.505,0.804
361,Quinn Cook,27,TOT,NBA,0.531,23,0,157,12.7,0.382,0.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,107,114,0.1,0.1,0.2,0.061,-1.2,-0.4,-1.5,0,6.6,15.6,4.1,9.6,2.5,6,1.6,1.8,0.5,3.4,3.9,4.1,0.9,0.2,1.6,2.3,17.4,0.426,0.429,0.423,0.507,0.875
362,Caris LeVert,26,TOT,NBA,0.531,47,39,1486,17.8,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,107,113,0.9,1.5,2.4,0.077,0.3,-0.4,-0.1,0.7,8.7,19.7,6.7,13.5,2,6.3,3.5,4.4,0.8,4.4,5.2,5.9,1.6,0.7,2.5,2.5,23,0.441,0.495,0.326,0.493,0.811
363,Tyrese Maxey,20,PHI,NBA,0.531,61,8,935,14.5,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23,110,111,0.8,1.1,1.9,0.099,-1.3,-0.6,-1.9,0,7.6,16.5,6.4,12.6,1.2,4,2.3,2.7,0.4,3.6,4,4.6,1,0.5,1.6,3,18.8,0.462,0.512,0.301,0.498,0.871
364,Draymond Green,30,GSW,NBA,0.53,63,63,1982,13.3,0.332,0.232,3,20.9,12.1,36.4,2.5,2.3,31,13.1,110,106,1.2,3.4,4.6,0.112,-1.7,3.3,1.5,1.8,3.1,6.9,2.5,4.6,0.6,2.3,1.3,1.6,1,7.2,8.2,10.1,1.9,0.9,3.4,3.5,8.1,0.447,0.535,0.27,0.492,0.795
365,Terrence Ross,29,ORL,NBA,0.53,46,2,1347,13.2,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,103,115,-0.1,1,0.9,0.03,-1.3,-1.1,-2.4,-0.1,6.8,16.5,4.4,9.4,2.4,7.1,3.2,3.7,0.4,3.8,4.2,2.9,1.3,0.6,2,2.4,19.2,0.412,0.469,0.337,0.485,0.87
366,Sviatoslav Mykhailiuk,23,TOT,NBA,0.529,66,14,1324,10.4,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20,98,114,-0.8,1.1,0.3,0.01,-1.9,-0.9,-2.8,-0.3,5.7,13.8,2.8,5.2,2.9,8.5,1,1.4,0.7,3.8,4.4,3,1.4,0.3,2.4,1.7,15.2,0.411,0.536,0.334,0.515,0.76
367,Kelly Oubre,25,GSW,NBA,0.529,55,50,1687,13.3,0.394,0.244,5.2,15.4,10.4,6.5,1.6,2.2,8,22.1,103,110,0,2.2,2.2,0.062,-1.5,-0.6,-2.1,-0.1,6.8,15.4,4.9,9.4,1.9,6.1,2.6,3.8,1.7,5.3,7,1.6,1.2,0.9,1.5,2.6,18.1,0.439,0.519,0.316,0.501,0.695
368,Juwan Morgan,23,UTA,NBA,0.529,29,0,147,8.5,0.433,0.233,6.8,13.1,10.1,8,1.3,0.6,10.8,10.9,116,110,0.1,0.2,0.3,0.105,-3.5,0.8,-2.7,0,3.4,7.3,2.4,4.2,1,3.2,0.7,1.7,2.2,4.7,6.9,2.2,1,0.2,1,5.1,8.6,0.467,0.588,0.308,0.533,0.429
369,Kevin Porter,20,HOU,NBA,0.528,26,23,835,12.5,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,101,118,-0.3,0.3,0,0,-1.3,-2.4,-3.8,-0.4,6.7,15.8,4.6,8.9,2.2,6.9,3,4.1,0.9,3.4,4.3,7.1,0.8,0.3,3.9,2.6,18.6,0.425,0.515,0.311,0.493,0.734
370,Jaylen Nowell,21,MIN,NBA,0.528,42,0,759,12.3,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,107,117,0.3,0.4,0.7,0.044,-1.5,-1.6,-3.1,-0.2,6.7,15.9,4.4,8.8,2.4,7.1,2.1,2.6,0.9,3.6,4.5,2.9,1,0.6,1.3,3.4,18,0.424,0.497,0.333,0.499,0.818
371,Maurice Harkless,27,TOT,NBA,0.527,37,23,772,8.1,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,106,116,0.2,0.4,0.6,0.038,-3.9,-0.2,-4,-0.4,3.2,7.7,2.1,3.8,1.1,3.9,1.5,2,0.6,3.5,4.2,2.1,1.4,0.9,1,4,9,0.418,0.568,0.274,0.488,0.767
372,Carsen Edwards,22,BOS,NBA,0.527,31,1,276,10.2,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,108,116,0.1,0.2,0.3,0.051,-2.9,-1.9,-4.8,-0.2,6.1,14.5,3.8,6.3,2.3,8.2,1.4,1.7,0.4,3,3.4,1.8,0.9,0.1,0.9,3.3,16,0.423,0.604,0.286,0.505,0.846
373,Danuel House,27,HOU,NBA,0.525,36,23,932,9.1,0.574,0.232,2,13.6,7.5,10.6,1,1.5,10.7,15.3,104,117,0,0.5,0.5,0.026,-2.7,-0.5,-3.1,-0.3,4.2,10.5,2.2,4.5,2.1,6,1.6,2.4,0.7,4.4,5.1,2.7,0.8,0.6,1.4,2.6,12.2,0.404,0.483,0.346,0.504,0.651
374,Troy Brown,21,TOT,NBA,0.525,34,0,524,8.5,0.486,0.146,4.2,17.4,10.8,7.2,0.9,1,12.1,14,103,114,0,0.5,0.5,0.043,-3.3,-1,-4.3,-0.3,4.3,9.9,2.7,5.1,1.5,4.8,1,1.4,1.4,5.8,7.2,2,0.7,0.4,1.4,3.4,11.1,0.431,0.541,0.314,0.507,0.714
375,Garrett Temple,34,CHI,NBA,0.525,56,25,1528,8.2,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,105,113,0.2,1.4,1.6,0.05,-3.3,-0.1,-3.5,-0.6,3.7,9,2.1,4.3,1.6,4.7,0.9,1.2,0.7,3.1,3.8,2.9,1,0.7,1.4,3,10,0.415,0.503,0.335,0.503,0.8
376,Josh Okogie,22,MIN,NBA,0.524,59,37,1197,9.1,0.425,0.425,5.5,8.7,7.1,7,2.1,2,12.5,12.1,109,116,0.5,0.8,1.3,0.051,-3.9,0.1,-3.7,-0.5,3.1,7.6,2.2,4.4,0.9,3.2,2.5,3.2,1.9,2.8,4.7,1.9,1.6,0.8,1.3,3.7,9.5,0.402,0.5,0.269,0.459,0.769
377,Devin Vassell,20,SAS,NBA,0.524,62,7,1056,10.6,0.495,0.168,2.4,15.4,8.8,7.1,2,1.4,6.3,14.3,108,112,0.4,1.1,1.5,0.069,-2.5,0.6,-1.9,0.1,4.2,10.3,2.4,5.2,1.8,5.1,1.5,1.7,0.8,5.1,5.9,1.9,1.5,0.6,0.7,3,11.6,0.406,0.464,0.347,0.492,0.843
378,Thanasis Antetokounmpo,28,MIL,NBA,0.523,57,3,551,10.3,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,104,112,0,0.6,0.7,0.057,-3.6,-0.3,-3.9,-0.3,4.4,9,3.9,7.1,0.5,1.9,1.6,3.2,3.5,4.6,8.1,3,1.4,0.7,2.8,4.8,10.8,0.489,0.556,0.241,0.515,0.51
379,Goga Bitadze,21,IND,NBA,0.523,45,3,561,16.3,0.407,0.314,11.7,17.3,14.5,8.9,0.8,8.7,7.1,18.1,116,109,0.7,0.8,1.5,0.129,-1.9,0.8,-1.2,0.1,5.3,12.4,4,7.4,1.3,5.1,2.9,3.9,3.9,5.8,9.6,2.4,0.6,3.9,1.1,6,14.8,0.428,0.548,0.253,0.479,0.738
380,Anthony Edwards,19,MIN,NBA,0.523,72,55,2314,13.9,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,102,116,-0.6,1.4,0.8,0.017,-0.9,-1.7,-2.6,-0.3,7.9,18.8,5.2,10.8,2.7,8.1,3.3,4.2,0.9,4.3,5.2,3.3,1.3,0.6,2.5,2,21.7,0.417,0.483,0.329,0.488,0.776
381,E'Twaun Moore,31,PHO,NBA,0.523,27,1,389,10.4,0.289,0.116,4.2,8.9,6.6,13.7,1.9,1.2,15.3,17.2,103,112,0,0.4,0.4,0.049,-3.7,0.5,-3.1,-0.1,5.1,11.2,4.1,8,1,3.2,1.1,1.3,1.3,2.9,4.2,3.7,1.4,0.5,2.1,3,12.3,0.455,0.512,0.314,0.5,0.857
382,Ben McLemore,27,TOT,NBA,0.523,53,5,905,8.5,0.767,0.145,1.7,10.5,6,6.4,1.2,0.9,9.8,20.4,99,115,-0.5,0.7,0.2,0.013,-2.7,-1.3,-4,-0.5,5.4,14.5,1.5,3.4,3.9,11.1,1.6,2.1,0.6,3.4,4,1.6,0.9,0.4,1.7,3.5,16.2,0.37,0.447,0.346,0.503,0.736
383,Lonnie Walker,22,SAS,NBA,0.523,60,38,1522,9.8,0.463,0.115,1,10.1,5.4,9.6,0.9,0.8,9.2,20.1,100,116,-0.5,0.9,0.4,0.012,-2.2,-1.7,-3.8,-0.7,6.1,14.4,3.7,7.7,2.4,6.7,1.3,1.7,0.3,3.3,3.7,2.4,0.7,0.4,1.5,2.4,15.8,0.42,0.477,0.355,0.502,0.814
384,Anthony Lamb,23,HOU,NBA,0.523,24,3,415,8.7,0.602,0.178,6.7,11.5,9,7.9,0.7,1.1,13,15,105,118,0.1,0.1,0.2,0.023,-3.5,-2.3,-5.8,-0.4,4,10.2,2,4.1,2,6.2,1.6,1.8,2.3,3.7,6.1,2,0.5,0.4,1.6,2.9,11.5,0.39,0.489,0.324,0.487,0.857
385,Matt Thomas,26,TOT,NBA,0.522,45,0,326,9.1,0.63,0.11,2.3,12.2,7.3,8.6,0.6,0,9.5,19.5,103,115,0,0.2,0.2,0.031,-2.9,-2.3,-5.2,-0.3,5.5,14,2.5,5.2,3,8.8,1.3,1.5,0.8,4.1,4.9,2.1,0.4,0,1.5,2,15.3,0.394,0.489,0.338,0.5,0.857
386,Nickeil Alexander-Walker,22,NOP,NBA,0.522,46,13,1007,12.5,0.478,0.144,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,101,112,-0.3,1,0.7,0.035,-1.4,-0.2,-1.6,0.1,6.9,16.4,4.1,8.5,2.7,7.8,1.7,2.4,0.5,4.7,5.1,3.6,1.7,0.8,2.5,3.1,18.2,0.419,0.485,0.347,0.502,0.727
387,Lamar Stevens,23,CLE,NBA,0.521,40,0,499,10.5,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,103,113,0,0.5,0.4,0.043,-4,0,-4,-0.3,4.5,9.8,4.2,8,0.3,1.8,2.7,3.7,1.7,5.2,6.9,1.8,1.2,0.9,1.7,3.8,11.9,0.456,0.523,0.16,0.471,0.725
388,Andre Iguodala,37,MIA,NBA,0.519,63,5,1339,9.2,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,103,110,-0.1,1.8,1.7,0.062,-2.5,1.8,-0.7,0.4,2.6,6.7,0.9,1.8,1.6,4.9,0.7,1,1,4.9,5.9,3.8,1.5,0.9,1.8,2.4,7.4,0.383,0.53,0.33,0.504,0.658
389,Stanley Johnson,24,TOR,NBA,0.519,61,13,1006,8.8,0.588,0.236,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,102,112,-0.1,1.1,1,0.048,-3.6,1,-2.6,-0.1,3.2,8.3,1.6,3.4,1.6,4.9,1.6,2,1,4.4,5.5,3.2,1.9,0.6,1.9,4.2,9.6,0.382,0.458,0.328,0.479,0.8
390,Andre Drummond,27,TOT,NBA,0.519,46,46,1242,19.4,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,101,104,-0.6,2.5,2,0.077,-1.4,0.6,-0.9,0.3,8.2,16.6,8.2,16.3,0,0.2,3.6,5.9,4.8,11.2,16,2.7,1.8,1.4,3.6,4.3,19.9,0.493,0.5,0,0.493,0.6
391,Lou Williams,34,TOT,NBA,0.519,66,4,1423,14,0.268,0.268,1.7,8.9,5.4,23.4,1.6,0.4,13,25.7,106,114,0.5,1.2,1.7,0.056,-1.1,-1.8,-2.9,-0.3,6.7,16.3,5,12,1.7,4.4,3.8,4.4,0.5,3,3.5,5.7,1.2,0.2,2.7,1.6,18.9,0.41,0.414,0.399,0.464,0.867
392,Jordan Bone,23,ORL,NBA,0.519,14,0,196,8.9,0.593,0,2,11,6.4,13.6,0.5,0,5.3,12.6,113,119,0.1,0.1,0.2,0.045,-2.6,-1.6,-4.2,-0.1,4.2,9.9,2.4,4,1.8,5.9,0,0,0.7,3.7,4.4,3.3,0.4,0,0.6,2,10.3,0.426,0.591,0.313,0.519,
393,Keita Bates-Diop,25,SAS,NBA,0.518,30,0,245,12,0.254,0.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,106,111,0.1,0.3,0.3,0.068,-2.7,0.8,-2,0,4.4,9.8,3.7,7.3,0.7,2.5,2.1,3.1,1.3,5.9,7.2,1.8,1.6,0.7,1,1.6,11.6,0.448,0.5,0.294,0.485,0.667
394,Luka Šamanić,21,SAS,NBA,0.518,33,4,308,9.8,0.41,0.276,5.4,18.3,11.7,6.9,1.3,2.2,14.5,19.5,97,112,-0.2,0.3,0.1,0.015,-4.3,-0.9,-5.1,-0.2,5.5,12.3,4.1,7.2,1.4,5,1.9,3.4,1.9,6.1,7.9,1.8,0.9,0.9,2.3,5,14.3,0.448,0.565,0.279,0.505,0.552
395,Wesley Matthews,34,LAL,NBA,0.517,58,10,1130,7.2,0.782,0.163,2,7.2,4.6,6.3,1.6,1.3,8.8,11.4,106,110,0.2,1.5,1.7,0.073,-3.1,0.6,-2.4,-0.1,2.8,8,0.7,1.8,2.1,6.3,1.1,1.3,0.6,2.3,3,1.7,1.2,0.5,0.8,2.5,8.9,0.353,0.418,0.335,0.484,0.854
396,Miye Oni,23,UTA,NBA,0.517,54,0,519,6.4,0.889,0.061,4.9,11.9,8.6,6.8,1,1.2,13.6,9.8,110,110,0.2,0.7,0.9,0.081,-3.1,0.9,-2.1,0,2.4,6.9,0.3,0.8,2.1,6.1,0.3,0.4,1.6,4.2,5.8,1.9,0.8,0.6,1.1,4.2,7.3,0.354,0.455,0.341,0.505,0.833
397,Justin Jackson,25,TOT,NBA,0.516,34,3,577,10.4,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,102,116,-0.1,0.3,0.2,0.018,-2.1,-1.1,-3.2,-0.2,5.6,13.8,3.3,6.5,2.2,7.3,1.9,2.3,1,3.8,4.8,3.2,0.9,0.1,2,2,15.3,0.403,0.51,0.308,0.484,0.838
398,Ricky Rubio,30,MIN,NBA,0.516,68,51,1772,13.5,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16,113,115,1.9,1.3,3.1,0.085,-2.1,-0.1,-2.2,-0.1,3.9,10.1,2.6,5.8,1.3,4.3,2.6,3,0.6,4,4.5,8.8,2,0.1,2.3,2.8,11.8,0.388,0.447,0.308,0.454,0.867
399,Josh Jackson,23,DET,NBA,0.516,62,25,1560,12,0.364,0.308,4,14.2,9.1,15.1,1.7,2.6,15,26.5,97,112,-1.6,1.7,0.1,0.004,-2.4,-0.8,-3.3,-0.5,6.8,16.3,5.1,10.4,1.8,5.9,3.7,5,1.3,4.5,5.9,3.3,1.2,1.1,3.3,4.1,19.1,0.419,0.487,0.3,0.473,0.729
400,Deni Avdija,20,WAS,NBA,0.515,54,32,1257,7.6,0.538,0.144,1.9,20.2,11,6.3,1.2,1,9,12,103,113,0,1.2,1.2,0.046,-3.6,-0.3,-3.9,-0.6,3.7,8.9,2.2,4.1,1.5,4.8,0.8,1.3,0.6,6.9,7.5,1.8,0.9,0.4,0.9,4,9.8,0.417,0.535,0.315,0.502,0.644
401,Dillon Brooks,25,MEM,NBA,0.515,67,67,1997,12.1,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,102,113,-0.5,1.8,1.4,0.033,-2.6,-1.3,-3.9,-1,7.8,18.6,5.5,11.9,2.3,6.7,2.9,3.5,1,2.6,3.5,2.8,1.4,0.5,2.1,4.3,20.7,0.419,0.461,0.344,0.481,0.815
402,Chasson Randle,27,ORL,NBA,0.515,41,5,837,7.4,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,98,117,-0.4,0.4,0,-0.001,-4.9,-1.3,-6.2,-0.9,4,10.2,2.1,4.6,1.9,5.6,1.6,2.1,0.3,3.2,3.5,3.2,0.9,0.2,2,2.8,11.4,0.388,0.449,0.338,0.481,0.792
403,Isaac Okoro,20,CLE,NBA,0.514,67,67,2173,7.9,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1,12,14.3,103,117,-0.1,1,0.9,0.02,-4.2,-0.8,-5,-1.6,3.9,9.3,2.9,5.7,1,3.5,1.9,2.6,1.1,2.3,3.4,2.1,1,0.4,1.4,3.1,10.7,0.42,0.501,0.29,0.476,0.726
404,DaQuan Jeffries,23,TOT,NBA,0.514,31,5,493,7.9,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,104,117,0,0.2,0.3,0.027,-3.8,-1.2,-5,-0.4,3.7,8.8,2.2,3.9,1.5,4.9,0.5,0.6,1.4,3.8,5.2,1.6,1.1,0.7,1,3.5,9.3,0.417,0.566,0.299,0.5,0.875
405,Luguentz Dort,21,OKC,NBA,0.513,52,52,1543,10.1,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,100,116,-0.6,1,0.3,0.011,-2.7,-1,-3.7,-0.7,5.8,14.9,3.1,7.2,2.6,7.7,2.8,3.8,0.9,3.5,4.4,2.1,1,0.4,1.8,3.1,17,0.387,0.432,0.343,0.475,0.744
406,Frank Ntilikina,22,NYK,NBA,0.512,33,4,322,7.7,0.608,0.228,2,8.3,5.2,8.1,2.8,1.2,11.2,13.6,102,108,0,0.5,0.5,0.07,-4.6,2.2,-2.4,0,3.2,8.8,0.7,3.5,2.6,5.4,0.9,2,0.7,2.8,3.5,2.1,2,0.4,1.2,5,10,0.367,0.194,0.479,0.513,0.444
407,Victor Oladipo,28,TOT,NBA,0.512,33,33,1080,14.3,0.415,0.24,1.2,15.1,8,22.8,2,1.2,11.5,28.5,100,114,-0.6,1,0.4,0.017,-0.6,-0.9,-1.5,0.1,7.8,19.2,5.2,11.2,2.6,8,3.5,4.6,0.4,4.9,5.3,5,1.5,0.5,2.8,2.7,21.7,0.408,0.466,0.326,0.476,0.754
408,Gary Harris,26,TOT,NBA,0.511,39,38,1080,9.1,0.409,0.226,2.1,5.9,4,10.3,1.3,1,8.9,16.7,105,117,0.2,0.6,0.7,0.033,-2.9,-1.8,-4.7,-0.8,4.6,11.5,3,6.8,1.6,4.7,2.1,2.6,0.7,1.9,2.6,2.6,0.9,0.4,1.2,2.4,12.9,0.4,0.441,0.34,0.47,0.821
409,Luke Kornet,25,TOT,NBA,0.511,31,2,348,13.3,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,112,110,0.2,0.5,0.7,0.095,-0.7,1.3,0.6,0.2,4.6,10.4,3,4.3,1.6,6.1,0.3,0.6,1.4,5.5,6.9,2.5,0.4,3.3,0.7,2.1,11,0.436,0.69,0.254,0.51,0.5
410,D.J. Wilson,24,TOT,NBA,0.511,35,1,433,11.5,0.518,0.149,4.8,23.2,13.7,7.9,1.2,3.3,10.9,19.7,100,112,-0.2,0.5,0.3,0.032,-2.8,-0.7,-3.5,-0.2,5.7,14,3.2,6.7,2.5,7.2,1.4,2.1,1.7,7.6,9.3,1.9,0.9,1.3,1.8,3.7,15.2,0.405,0.469,0.345,0.494,0.68
411,Chuma Okeke,22,ORL,NBA,0.511,45,19,1133,11.8,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10,14.5,107,114,0.3,1,1.3,0.056,-1.8,0.4,-1.4,0.2,4.3,10.3,2.7,5.8,1.6,4.5,1,1.3,1.3,4.4,5.8,3.2,1.5,0.7,1.2,1.5,11.1,0.417,0.47,0.348,0.492,0.75
412,Tyus Jones,24,MEM,NBA,0.511,70,9,1222,15,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10,16.6,115,112,1.5,1.3,2.8,0.11,-0.2,0.6,0.4,0.8,5.2,12.2,3.9,8,1.3,4.1,1.2,1.3,0.6,3.5,4.1,7.6,1.9,0.2,1.4,0.9,13,0.431,0.487,0.321,0.485,0.911
413,James Johnson,33,TOT,NBA,0.51,51,12,1043,11.4,0.367,0.232,3.4,15.1,9.3,12.9,2,3.8,13.2,17.1,103,111,-0.1,1.3,1.2,0.055,-2.6,1.1,-1.5,0.1,5,11.3,4,7.1,1.1,4.1,1.6,2.6,1.1,5,6.1,3.4,1.4,1.4,1.9,4.1,12.7,0.446,0.556,0.258,0.494,0.592
414,Ignas Brazdeikis,22,TOT,NBA,0.51,13,0,249,9.5,0.337,0.169,4.5,14.7,9.4,10.5,0.8,1.1,11.9,17.6,101,116,-0.1,0.1,0.1,0.016,-3.9,-1.8,-5.7,-0.2,5.1,12,3.5,8,1.6,4,1.4,2,1.6,4.9,6.5,2.5,0.6,0.4,1.7,3.2,13.2,0.422,0.436,0.393,0.488,0.714
415,P.J. Tucker,35,TOT,NBA,0.51,52,33,1356,5.5,0.672,0.158,3.9,12.3,8,5.7,1.4,1.3,17.4,7.2,104,116,0.1,0.9,1,0.034,-4.5,0.2,-4.3,-0.8,1.8,4.7,0.7,1.5,1.1,3.2,0.6,0.7,1.4,4.1,5.4,1.6,1,0.5,1.1,3.3,5.1,0.373,0.448,0.336,0.486,0.75
416,Russell Westbrook,32,WAS,NBA,0.509,65,65,2369,19.5,0.221,0.334,4.9,28.6,16.8,48.6,1.7,0.8,18,30.2,105,110,0.5,3.2,3.7,0.075,2.5,0.8,3.4,3.2,8.3,18.8,7,14.7,1.3,4.1,4.1,6.3,1.7,9.7,11.4,11.6,1.4,0.3,4.7,2.9,22,0.439,0.475,0.315,0.474,0.656
417,Markieff Morris,31,LAL,NBA,0.509,61,27,1200,9.3,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,101,108,-0.2,1.8,1.6,0.062,-2.8,-0.2,-3,-0.3,4.6,11.3,2.6,5.1,1.9,6.3,1.1,1.5,1.4,6.5,8,2.2,0.7,0.6,1.6,3.2,12.2,0.405,0.521,0.311,0.491,0.72
418,Dejounte Murray,24,SAS,NBA,0.509,67,67,2139,16.5,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,106,111,0.7,2.6,3.3,0.074,-0.2,0.8,0.6,1.4,7.4,16.4,6.4,13,1.1,3.3,1.8,2.3,1,7,8,6.1,1.7,0.1,2,2.3,17.7,0.453,0.488,0.317,0.485,0.791
419,Naji Marshall,23,NOP,NBA,0.508,32,10,700,11.4,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,106,113,0.2,0.7,0.9,0.061,-2.1,0.8,-1.2,0.1,4.2,10.7,2.7,6.5,1.5,4.3,2.7,3.9,0.8,6.8,7.6,4.5,1.3,0.5,2,3,12.7,0.392,0.421,0.349,0.462,0.707
420,Matisse Thybulle,23,PHI,NBA,0.508,65,8,1298,10.1,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,104,103,0.1,2.7,2.8,0.102,-2.7,4.3,1.6,1.2,2.8,6.7,1.6,2.8,1.2,4,0.2,0.5,0.8,2.6,3.4,1.7,2.9,2,0.9,3.5,7.1,0.42,0.59,0.301,0.508,0.444
421,R.J. Hampton,19,TOT,NBA,0.507,51,1,888,11.1,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,100,115,-0.3,0.7,0.4,0.021,-2.9,-0.9,-3.8,-0.4,5.5,12.7,4.4,9.2,1.1,3.5,2.2,3.3,1.2,6.1,7.3,3.5,0.9,0.4,2.1,2.5,14.4,0.435,0.482,0.31,0.478,0.671
422,Aron Baynes,34,TOR,NBA,0.503,53,31,980,10.5,0.339,0.135,9.4,21.7,15.3,7,0.8,2.3,12.5,16.2,104,113,0.1,0.9,1,0.049,-3.5,-1.3,-4.7,-0.7,4.9,11.2,3.9,7.4,1,3.8,1.1,1.5,3.2,6.8,10,1.7,0.6,0.8,1.7,4.4,11.9,0.441,0.532,0.262,0.485,0.707
423,Aaron Holiday,24,IND,NBA,0.503,66,8,1176,9.2,0.417,0.19,1.4,6.8,4.1,14,1.8,0.9,12.3,19.5,99,115,-0.6,0.8,0.2,0.009,-3.2,-1,-4.1,-0.6,5.2,13.3,3.2,7.8,2.1,5.6,2.1,2.5,0.5,2.3,2.7,3.8,1.4,0.4,2,2.9,14.5,0.39,0.406,0.368,0.467,0.819
